path,status,owner,note,original_size,mobile_size,original_sha256,mobile_sha256
images/monsters/phobia_mode/terror_eel_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,865,982,51eeba24a0fd49b8b301bed7bb7dae59c4127e62c310c1ea623dcae072adcc3e,9a72aeda12a962d9ff1d448b7c5f92c406d996968f98aa86d453bed48e2fae91
images/monsters/phobia_mode/the_insatiable_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,877,994,2c7ae23200febc1ff81e97158a16fbf85c1317f9c9a82386756ea7be3b3503e8,16055057a4d4effe6406ccacbe1c49f18ade5ec3f8e4820f33560a330f46c0a0
images/monsters/phobia_mode/wriggler_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,859,976,6da896f6fd58638db1f815e00ae02dfcc47e054ef1d603c8bc7933ffb54cecb2,b9e08885e56394689777c3281e784fa3a40d71d9831072c8b6b129007f95f3f9
images/packed/card_portraits/colorless/gang_up.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,845,962,96a5f4f8650bdc3a7b1b7fc8ec43b5755eb75f74e4cc237dc04749b49d576f58,520975405da461d0b197238e64cc8ace4583c4550403290d8072fc608a7e3caf
images/packed/card_portraits/colorless/knockdown.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,852,969,29b835ede21110413e3ac77fcc8309ec6049df1993093625bf57298c822d8b4a,c35c1107c5fa1d694e24e35a2b90c194141443b2040cd51839053c057d7314e3
images/packed/card_portraits/colorless/lift.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,836,953,1db3e385008521c3a3d50d7594dac09b6b1be0902f95e564d1c611ffb949c215,b0e61b86e30b6f05d55981f46a4c286b5f72aa9d352d52cf6d8f73cd557adffb
images/packed/card_portraits/colorless/seeker_strike.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,864,981,2c55a8140f21c6b0cbb3f1637f736cac7d41ea2bf065a6cdd6ddcaa1fe679331,c815b18dfbb54d2b889b5c0da306175ba07032b927855ba27751f3e203de3de5
images/packed/card_portraits/colorless/volley.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,843,960,938bcf4bc96640e062cd7e58e4c9d673f208796166f81c4dd9a4aa1624309131,724b678a47649c5192240e9fd5b6c751eeeafb5bd6aecb3162b315a614b30a80
images/packed/card_portraits/curse/bad_luck.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,845,962,a20a98766337ad6afeedbe84720d52ace79b7ec93e5892392778d8949586385c,44f25d84dddf77095899e57f4ca2dbfcaf72b455d7393dbbf5b13b1dad6e603e
images/packed/card_portraits/curse/normality.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,848,965,3419f7cb7b27f8724e51a8fdf858353146d973e72e68a04ada3ebf863a80d9c6,ceeffec64ca0c866bf43a5a5f096b8fa1f066ad3c88abaa0f9d396a09dca1114
images/packed/card_portraits/defect/adaptive_strike.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,867,984,87d20395774f90bea5b2761bea2a58e5c10bee089efb5753b79c2fc82eac27d1,26efaac004ab5752629b013ad3daeb207324e4451153abe88bac172ec8053483
images/packed/card_portraits/defect/compact.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,843,960,0bed6a75c7088f985dd89f626037f5fd8bf01ff7121c0340a63c5a468124a911,a5522301aea591caa9b4941f7b6120579fffdfa3e7dad91f5f1c5e99242d2c4a
images/packed/card_portraits/defect/consuming_shadow.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,870,987,059aee0f2fefbde21bb2eff5c809809da9aad9aa1cbe64de733d43ec3b68907b,137a4b14e6d826bf4ee7978d6e970d109e65cffd4abab1e1f7f8ee112fa36593
images/packed/card_portraits/defect/hotfix.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,840,957,780200943b6cf0b05f5cc6af8a825663a9bc874d379207a1a0b7c405973fba8f,68cdcd3d697deed2a655adb39b146ba8a3ffae3d0cba272733a97c960e2e951f
images/packed/card_portraits/defect/modded.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,840,957,11d7db1361d1351fb4582d3bc289c59c5cd6aa5dbad435a098ef8a379235ae60,0a67fbd4b15802a39ed0e82f69cd629b3a35644a1fe118e8098981e9d263bb86
images/packed/card_portraits/defect/shadow_shield.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,861,978,24c7ecd40caf608f26a0085dd0810588b942242c0b0474543a430b79a27a5c79,ded33da3e0af7a687da970d2a8e6b1d4a96fa4ffd0a73a8be59a9e9cfe217bf8
images/packed/card_portraits/defect/shatter.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,842,959,82caaeb5793461c4f5b84ec25fbf6e036554c0285a4adbda0cb0a01d96b3d71a,825a0b2d7f75f874e6e58dbd2a20d546485498f024eab304f4486be800c415ac
images/packed/card_portraits/defect/smokestack.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,852,969,8a3d65a679d3adefc8e54e12f25a7276556d1accd404989f4c524d2a29910b81,90148e011c1dd13d3e390e1ad0e142b57341e3afa73f9fe450025756f2f2db2f
images/packed/card_portraits/defect/spinner.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,843,960,a4eab373105d21678671a95a255088602f292992112512f4da2cfd21659db002,770f10fc7758d49d1ede3df669c56b2e99ead71bc9c3c3fb1d07debc61062b42
images/packed/card_portraits/defect/subroutine.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,852,969,ec471694dd047bbeb72cf7b7b21fe7456d52ecbad1f68c479c3017c12d278f67,410b81852a9e75ad554d7ada0db4d5d5100c377d6dcc9f83c3ee7f77b8058da8
images/packed/card_portraits/defect/synthesis.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,849,966,23316e3a20f65c90fec20c1182c1bda77bde6de47bae7b6f894037290e2af964,c3d2d467cbe4f58048cfd2dad4fd28e6f5019bc5243604362dce38646916b15f
images/packed/card_portraits/defect/trash_to_treasure.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,873,990,28bc6a8b3c270a96cce9e9740a0ad300f0168e0fc0268ab7caafb3ba891fdae9,65bf8ee59c7f637636341bd8788534589c1d671a48e3332ad6a73a5b137edb39
images/packed/card_portraits/event/feeding_frenzy.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,862,979,78743ff673c8c3d605cbb7c9f10d5f45c01b598f35534a7c0df3acf5dcbe1951,5225ed2fc27edd36d6f489d6feb6b738beb2b6c316d908610804adf7b5126c20
images/packed/card_portraits/ironclad/beta/not_yet.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,850,967,e5d9c6a62723c47f88546dcb6e4aaea2eb6e0f61af0530a1b49663925ab646d5,dc198d960e1d5b5e68d45a1d1e2bdb69e5d49bb5c45717346c61e83dde8f181a
images/packed/card_portraits/silent/outbreak.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,846,963,8a1069e828fa2693268ee601563a4a3fbbaa3afe8fb67e3136d7ee5a8ee21026,24c2a3b8edbd50511ee26153102245e146229cd6cc61a75bf5f171af93297e0e
images/packed/card_portraits/token/fuel.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,833,950,dc06acc85596422aebc5740d98b14da8f3b14e7b6929f2066b1bbe6eac5e26b5,cb36aeb5de36799d6211dadf80e826014a7443f7271cb584d942d12de9b031fa
images/packed/card_portraits/token/sloth.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,835,952,ba4a37607125cce18094e87dd42801a9b611ec47102dee37914f0773d0fb15a0,402d8b20251b1628dba9efd0e13d75adb389b8c0a475c03a0d2db182dfabfa4b
images/packed/card_portraits/token/sweeping_gaze.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,859,976,1135cbd56b5953dc72bd9b43a89f0990ec6fe6f044f0d7ccd9e25587b5a46538,1127b255ab4f9252c7992c168ee5505642d3723b8ae2a45b2c18fafe1cfa2185
images/packed/card_portraits/token/waste_away.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,851,968,546b5e047ab6e0f003f1d3a2d296d7bba8ec670c0d53e4f8064de25ca3c79ca9,f6af9ad875977777eb0d2b56933aad9a42436ec873994b5752a11379521ea13a
images/packed/character_select/char_select_random.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,932,1240,8da725c5eb8a333600824b619d3ed4e3eca6b6c7db354966739c55fecfaf5e2c,c67f934b0a4f6a94e086b164f72689163ffcb3547a3f5b56bdaa269cce77ee7d
images/packed/character_select/char_select_random_locked.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,953,1275,9ba61b58b0829e9408dff272f7dd724fb83ed0469e2d367a776de1d640b6be8b,f1d457ca8657486aca2d3ff66aa9a1168b46dbf90c8d035809b7a2575f574b2c
images/packed/common_ui/event_button_outline.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,931,1243,ca0c097b5d925c4cea70d15c4fc7a10a8c0aa81995c8735ae4e323d616271a5d,6dba84f6ae2eaea3f21afd545746824b0a1b43b6f6a365892408f515821e266e
images/packed/common_ui/little_arrow.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,908,1204,115323c539fb48919a76fd190212d14709aa5b14648bb096e7b6eb120cda0a18,97f1be403c4aa2997c718cb7847622651cbcac1e7c2a013e0461937114b6b59b
images/packed/main_menu/main_menu_button_highlight.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,950,1274,01ef86a6a4767e363433dcbee1d84664a3d7cc04bac920a8b6cfc3961d777819,8f53f3bfb74fe71ff76868d6b49cb16f994317b11346c459fd0b410965ee4d33
images/packed/map/map_bgs/glory/map_bottom_glory.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,928,1232,7529a1b68c626dcb0a0e5d69f333e5664d4d5b46b7cdeac3f9394d00dec9ab01,c27aaab60398691632b11582a1ad2d0bb21b8de99903cc90c6f70c76bdfa512c
images/packed/map/map_bgs/glory/map_middle_glory.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,928,1232,4399cf7d785cd90040a00d5130ffa17d46feda9d47b1bb6afda0eb53d60b55ed,ff8048dea114e80f43ac849d7bfc433bdd2b6bf47db90dd8450532fd13e305eb
images/packed/map/map_bgs/glory/map_top_glory.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,919,1217,821ae065560c62a4cc179106e0b6ae6000fff43f75952ef6466d450e0a7bb44b,fa7d19cea12377af01cbd7de4abbfe16d1700aaec1a53d73358523b63c7afb05
images/packed/map/map_bgs/hive/map_bottom_hive.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,924,1226,92acd46a176b1e716ab87b082e03dd4c0cb8944ef11c0646711831b248487ee4,df9ad0c18dc19bd027b7e4996763b41bd7b2796e6bea9ce94f05e2443434a64d
images/packed/map/map_bgs/hive/map_middle_hive.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,923,1225,4afb44f028e8e59b2f7cd18777e8a95aad04632c224908ee5c9761c5486b1d65,dad003cc862291e99254745600b2af1e489e6716d853bc629611352aef9c68f1
images/packed/map/map_bgs/hive/map_top_hive.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,915,1211,286589414cc184bafeba785a8435a2409adafa3ec5464e64643e8c11aa956647,54199139177d6b7d2602c358d67d3612c368168db7b181f9f799e518f5fa75eb
images/packed/map/map_bgs/overgrowth/map_bottom_overgrowth.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,947,1261,c40cdb9d5e12bd758971013c95413a3ac2daaafab511bb92a9080e8fe5c6b676,8e08e62b89763480df29b1093bb6403d2d94b4a77ac9104df5be1f95fe62bb7d
images/packed/map/map_bgs/overgrowth/map_middle_overgrowth.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,948,1262,0c5cdcf9e738a9464514c83bbcaf941414ebd69e78681ede07c29d0e882ecf4a,5a661289fb246e6cad1413f0d9202259e5d1ff94e95b8f3f2ebe98ec885c5f0a
images/packed/map/map_bgs/overgrowth/map_top_overgrowth.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,939,1247,15c7d79501e828ed273cc0e37001d77711a25dc6f63053a0623ad8d58379ab90,5f7d7e2f484c01527f7174ce54b331de2f85a074fd684b2c5aeaacb3baab5e81
images/packed/map/map_bgs/underdocks/map_bottom_underdocks.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,948,1262,d9d7d8e72969f385bf30aaf8ceb13d43af17b5250f3458ea87574f929f691359,1e94fa3194f6a536ac892abbc7efa543ffc09060b3291474aea27b0433b3224b
images/packed/map/map_bgs/underdocks/map_middle_underdocks.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,948,1262,9a0a2bb9aef2025247df213da3ccc0e5f7c36714462d11980d30b8c7d5879b25,bce119f855713fe241d71217029e27844de24a0da5c7483b63571419b0021e4a
images/packed/map/map_bgs/underdocks/map_top_underdocks.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,938,1246,c9d4e818dfd9aa1674236541f6cde79449f70bff53881ef2f4e1110d126d0510,5c7727df381d0406945734fc4df5ee7f9d0e9a0afa9d0ff097ac99463c056e88
images/packed/modifiers/all_star.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,895,1183,4c6773f7dc8ba2b12749b97eb5b302364f1987da83667c511fe1c67a459a6819,3ca161d97d90c2366d0fe5ad2693fc953d68d508048f897de34cc34bcf2b1694
images/packed/modifiers/big_game_hunter.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,20299ae5dc60fce3c23343429dcfc0cec2455016da8e42ef62d754999e383370,db5d1b94dfe5e3fab95093b6ee574df974d887038955c7c762188048f0896c99
images/packed/modifiers/binary.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,889,1173,3e61457ebc2acc890b1b3b88b386db654b03ebafb37391f66c8221525536b97f,eb41aa8019efdae66be18b48fe13ee8b3dee51c7e1841939d778944eb2b702d5
images/packed/modifiers/character_cards.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,804438650702177434a9595b189810ec53578e5c73138e4c406fff9c1761379f,84d60a4d4ca3cc56d473ea88f9c77c6a62909b9440c11307eec24cb8dc898ad2
images/packed/modifiers/cursed_run.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,901,1193,4b3991381e40a8826de5a3caf7db7bfa714e176c29fc25fcebbdb46d2a4e236e,0e14d78463e35d1a1e5d5946be9b7be6ce5fc0c8c7d85dad88547fce6b328a75
images/packed/modifiers/deadly_events.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,909,1207,4957f2794173d84b30896f348760dc11f2844d0aa35a516c37c047cb5f0b97d8,529093e1f354e284478836132037ba041020259006c40a190279c8622d9035de
images/packed/modifiers/draft.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,886,1168,e0ae71c09c93ed21a625645b891f6d3aad03e2f24a9a90ab944bacba2f8df06f,148d6cdab1927ac06e826e3dd7b78d3c262007f27bab27f0aea7f0944d66e3c7
images/packed/modifiers/flight.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,889,1173,ee8b008bf9610ee0f4574d34dc9c4fcad03df2af9dcdd103c111e714a903d2d8,f00d38272bf4613a74cf781c6dc27afd7d5579f6a66c6ad78734d7e915c19b94
images/packed/modifiers/hoarder.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1178,6a77205ff4ceb06b5e831335c861edd0ec65de059a89549ade1d00d658b3b697,a5ca6566bc1c702d8bd9a0c7bb79d16d92630b4588dc0ea96e5ce4f221711a0e
images/packed/modifiers/insanity.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,895,1183,c740bff65527fffae2f97ebfeb3fe9ed3d292e1cd702610f13c1aca2ec6cac8f,eb0df7b9a74508271bf0dc01b50915ee0ddf0e49e74559896db93c76275a79d6
images/packed/modifiers/lethality.png.import,ADD,noise-or-overlay,Godot import/asset churn; verify before overlaying,,1188,,494c40b09d66b8d0767cebc68f7561bcd8267233aa9e1c1afa4d9d1d6397eb58
images/packed/modifiers/midas.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,886,1168,f8353aa02bc3e567d6aa606089027ee97a5009c8a26665d22425fc1929770825,1c142a3737afed1eda636333a5672a62b994a0fe989782a4935c9d2b6dacf789
images/packed/modifiers/murderous.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1188,92c9c6d979dc1222d84bf6492bd0539276854df03dbe08d2d6e0b379bb890050,9b5fe9eb75ff467e0795ea36b7f68f71c7d1dd291b9a9090b44b796c0f7b8d52
images/packed/modifiers/night_terrors.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1208,0dcffecc6fe03a690526ab11b51ab687b7f62fca364074e18aabe933e8b0fced,0c6d80413c9e533aedcb6bb9fc25d7eff0239b89c30346eb573a0e422abf4d19
images/packed/modifiers/prismatic.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1188,4628d246e22e2439f906b9d6a68f285c2b9cf4c4fc6422a54dae9bff88707414,ceeb3c9d98f4294ed1e96e7a8c08e008dfc26fb96addaea896ac7e41c1bc2a79
images/packed/modifiers/sealed_deck.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,904,1198,9f0096730e8a242d91f6a98e03886837198ee4c88c81e33320b7f03126d3ba31,daf017fb2306991ad8824efe04a4a39389c0849c18e3d782f6b4376e0270abcb
images/packed/modifiers/specialized.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,904,1198,0999fd0f57596c029d2a7f2558dd7d3002d13c08649fb74af4ec45e949cd83c8,5604efcb6bdfd88f81cc5da70be17a712c4ee611d274a196e7a38e38042c1f66
images/packed/modifiers/terminal.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,894,1182,74aca2c222e3f36416b9ceeb3326dd2a95be374060762202ffb1e33dc6693dbd,1084f62aeafca655d71abc558167dc0d702d887957a4f17e59e5c4b26b031081
images/packed/modifiers/vintage.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1178,6c31853afc6cabe469885a28a8fc6c4b2bd327cb854b5d6065afa8f340a5f993,f2d1ecc0a4920270231555c43776918ff68f76e9a50c84c7bcada0200e94e621
images/packed/timeline/epoch_slot_locked.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,921,1227,0d957d7276576d49a1677161ba537be6ea29aff18eaaf53e7b78bb93311f5089,2b6d034f8096989ad151ebe0d00e3713a6203e27478e250060c8c07ea40bfab4
images/packed/timeline/epoch_slot_locked_small.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,939,1257,805f8c7797c26b9f8ab2c10360856c1576de5929850b99711d8e6e7798bb8727,b18342afb696051ec9189e9028672eab4ef80862a6026394aa9df97d451a6ac2
images/packed/vfx/generic/dark_overlay_events.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,930,1240,b864e5e1aebd643083bbdb8f779f7fe432dd1a98c944103d5ab423819a060c2e,723e314edd1fd68791a7c52c03c1952efea24db38bbb0c2aba5410523220ef91
images/packed/vfx/generic/glow_card_rare.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1216,449ea60103445b029254d8da4c1719b7874562823d7e6dc4c707b75a802d7d6d,44362f53ee193d5c35c7f55683cdf4131a54271ea920c2bfc59548d527ea56f8
images/packed/vfx/generic/glow_card_uncommon.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,928,1236,3718cc5550439a200fecb193f8ce9460b5663397a2c54d9d869450f728dfddca,a0fc7cfc8afbbbdd5b5f461fb22a992f5439c39f53a6468a122d780b884cbe27
images/packed/vfx/generic/light_line.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,904,1196,840770054ab3f1881ec89eccc1867180c7f35cf34416aadccdbe4ba0b52090e5,611549cc184d939d0d87bb018d280529b45eebe070a2d5b6c7d248854e2f927d
images/packed/vfx/generic/round_glow.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,904,1196,36e5e1ffb3d87f0ad3ce6a5fa6e4f8b4cbc6bf456390136a26bc15ebc5e0f356,c0612a3d4e7ba8eebbd4abb76e55f016ee629aeb788ac9157581fbe21974b27f
images/packed/vfx/generic/sparkle.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,895,1181,592207f049915ca3f33a238df1ebb149488ff13efb946d5bb5f68ef6d947cfb4,5b30acee755187fa52848a953c2f589002a18ddd0fc3c2ec68fc2953cb13fee4
images/packed/vfx/generic/sparkle_2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,901,1191,2c65796504067aa8f7025d509acece86e6ed60622f820ca11e93ed55055b66de,15d653a249a7cf3d7b814d0634d93728e1da3f8a22e087ff6ad406f37fa544e6
images/packed/vfx/generic/square_speck.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1206,dd76ab9844e34fcfa29c67787c27bbd46aed2c4f1e1150a6777d1ab679b78845,732b01396dd22c288f8d80083d2852a64f2ae5c3d8e0fb64344958ce3777cc49
images/packed/vfx/generic/twinkle_star.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,909,1205,154acc681dfc988a0f966ac4c20e81124165e0d866c45feabc62ab926464447b,4520ddb3420872f9c52faf6fe8dc5486e27e4c28c3e58e4735b58ea19e241bb1
images/packed/vfx/trail.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,881,1163,33d66c5a0582dad915776c6f61cd7c88b1a3939fd04b0ea732bd7b89d9e5c3cf,8eeb0b42177811e0c1c69a90463d7008dcc5b1ab53b7b3442cfb40efc90004a6
images/packed/vfx/trail2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,884,1168,f7b99fd2e6c97974a2dd3b6fab460f6710aa7920f9c229a046aba39dfb6b7209,051c13582f390f7b12ee9b661ca220900ee82071ba69ae86236d200003f7782c
images/packed/vfx/trail3.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,884,1168,11f416b6cc3f672461f248bd7ce06becbf32d81af4854c427e7cfe5194ba0f91,03a28a84704b3ea1eeb639672dab6d7805440835580a3a0aa60b6545f722ecae
images/powers/accelerant_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1214,2a22d4394449db5bed54aed199faa1e43ff99788f8c15379f7781b67037e56ed,228d3c51ccd5f8daa84f4cad71f47fb9e06baaae0532af5720d67599cf81fddb
images/powers/accuracy_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,903,1203,18fa09158bdf19cde5920bbb7ef192a51e0bb983d53bff1676f09f02a27fe861,96eb8b278e25073c4e81c7672440c490732bdea0ca29e20cc19266547c3b9ed9
images/powers/adaptable_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,907,1209,45f12b9948d62950825e73f37e6d7979ed34ca10823f31b6d5b319d7d37fd39a,3c47acd1e7b6d91ee6f6f689df4fe2aa7bd621ea8da70504f28bd621c9c7acb6
images/powers/afterimage_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1214,00c3bdf1c3b8c741650cbd12d96ebf516a3b497f653b2dfa1a3b6a3923f49823,2957040e1ce7ace14ca5bb43c49e46df22702a5ddd1eb5072b249a107063fb57
images/powers/aggression_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1214,c4e857954d3820924e58cf22f30fb67d5758384417e8e666dd37ec18859c823b,b29c98e79a92235e993e3eb5c1873bdb0332105c867ab7ce327be13d8b1ac849
images/powers/anticipate_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1214,507c2481f525cf0ac1bc8ca218d0d24554b1140a8474c7450fbf854609dc8e4b,b45c920eeb4c9e3c767de46c9db62ae55795788e3fbf1c4658dd28e3865c9c75
images/powers/arsenal_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,901,1199,aaa9e2f4da7f71311f2c24281552cd5f70beed143fa18f84a4398bf089da4f57,bd33985d1d83fa5e1a2f3d90ba755520afec4d5618b32257792a1fb630e4d38a
images/powers/artifact_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,904,1204,bc7c0b595a8c5e8ff19f32ac81a7bccf80cbda62eb1f9387a6be61375b3a3c71,29784954903c9bdd4537913daeb1fef45e0c693855f0539cb2b3372f37b2b9f4
images/powers/asleep_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1194,93910f95288d9c19601b87a618320d733f7a6b0a808127091609346738d88def,e86591417515b75e0903acd95d8acbf98c3ede94b0a798d3d88884c16eb8cfbf
images/powers/automation_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1214,326d8a7755f58fe4eb351c3f0b0081721ca3a2f7c46d70931ffe32163af8031e,11fbd626ff40987f21abefbc0779201160fa9875b45096b788785ece18ab3eb9
images/powers/back_attack_left_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,926,1242,0e7fc0d6a5285a08b8eb57736bfbbb06b32d6076058807a0de38cd427c4bdbed,f52387ff1ed62b391a6ffc03686002f95a814335c88c7bce88619e5013131674
images/powers/back_attack_right_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,931,1249,e9902cd3c51fbedc227330f08cad821b0b5515b07bc4addd434f208a6e65aa39,cc5cb686f5f7fc63f2d5f71b405719b0cfd0f445c0612b28fc80d3c6ce19d033
images/powers/barricade_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,907,1209,628f3ee4b421ae39ffd8cdae09de793439aff8c5a40274bb8a2b444190754cfa,11b45083b8e008a059dc301366f1ac5e8209dcd602a8da156096c269133927ef
images/powers/battleworn_dummy_time_limit_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,961,1299,03c396859f7d1a21127a334e0c7d0b1230fcef6a3b9571eb02c6b76b6c6c0834,bdd5a097a0524787e317911040ad5dd27a27b15bc07ae38d0c08509b8ab48fe4
images/powers/beacon_of_hope_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,922,1234,2382861b5667db7ceae3de9a42ac37d3e85411176460e1260b4e3a7ec7a94abc,ae423ff47fea160d131c85c930f78bdf2413dbef9cfd85067aeef6574b5a2ec9
images/powers/biased_cognition_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,928,1244,a71132e5a2813e47cb8f5744606c13cc6ec2f607715d6945c1359e88feadc192,c27bc63a5d5c65edcf61d8a5cf210fd115013016ac478bc2613833e0a4d25987
images/powers/black_hole_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,909,1213,afb51002d0c417ee9eddb73e3bba791ce88e53670d1309755d620c07a4c61e07,07e3f557e8a91e7edd4af90de20629fac398dd24fdbe0ccc3fb73cbfffec0c56
images/powers/block_next_turn_power.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,925,1239,0bec0d73858e7a5bc433358e382417bf0435f32f5e7bce1c0f6ed94bb42d2f8d,bbfd863e1cff8cbdd884622e3986ecb1c01c4c06ac3c9f9ab1e7c42fb3af8971
