path,status,owner,note,original_size,mobile_size,original_sha256,mobile_sha256
images/vfx/ui/card/afflictions/hexed/ui_card_hexed_main.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,877,994,87282b7a9e18d8c8a2645494d7656e4953049244ac516bc24a178665b82ee084,7619e57f9a5b81df8aa9b81e96389bc74c06d00f3289e5eb120b41be67c69a55
images/vfx/ui/card/afflictions/ringing/ui_card_ringing_main.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,947,1259,4a1e9f999e10353252ad74aeee3312e9913fca51ef2638e93aa8a02a0b6148c5,8ed36b56a8d97be779573089d9131c399dd614ea9d854b02884200433b209344
images/vfx/ui/card/afflictions/smog/ui_card_smog_mask.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,873,990,35bfce008a0a362b5439a955b41d564181925beb798d470fb0cca4560f08148d,8f3aec31c1034d2d6ac1c530a89cd56541c549838f98e10d5dc1eff4fb2974a5
images/vfx/ui/card/ui_card_border_glow.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,862,979,6c389091122383621e9c16d6daf25fd60e33f01bb03a71ed1cdeed7deea0c3ad,8509d845e84e79b3748909a266bb8b45e5da96da64a6d622a717f9221fca7b64
images/vfx/ui/card/ui_card_border_vignette.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,874,991,0c628d70f322d4d96d48875d313b54b6f3c3666f4371158487fd50aa9105aeac,7b22ed569d24a5f3acb9a39299f45f0b844259d651b129848b2d6d356b1adbeb
images/vfx/ui/epoch_unlock/ui_epoch_unlock_chain_shards.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,959,1287,5e437cd0f02049723aec01767f7537ac525efcc04c56b9093dc69150135b47c3,71fbf5819d391bdac68a11da1d4a546860e3277b4cbd29584e5c80f2a10d84f0
images/vfx/ui/epoch_unlock/ui_epoch_unlock_erosion_exact.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,960,1290,557c29d6e0c2458a0eb681b9c2d81a81f7d3326fd439d66392bb65e652d803fe,40a2c5cf71ad016c9081ab2619511e6e81a4c779037c8f440f4831085001654f
images/vfx/ui/epoch_unlock/ui_epoch_unlock_erosion_smooth.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,964,1296,669397ff55f1433b030de0f74763255d60ae69160aa934907f6cb9e62baa9eab,6c9702796b9c7d5474bea119cb831255829afe5a2be64f61b744c19bb87c81b8
images/vfx/ui/epoch_unlock/ui_epoch_unlock_erosion_stepped.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,967,1301,3ac5a2207e1b2c48914080622a7a5e4a8ebd23135a586a5912d97e03073dbf25,13492826ae2d3306f141fea16856d24cd0b030ae6b076f38eb5e9a93271c20ef
images/vfx/ui/ui_card_mask.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,836,953,dfcc0b0d459bab9f8cb1393088bf977702eb2827d970d0a4780c54c93b0d4e8c,4582b060f18d4c441e9d87d45bc693f08f0dfc207cefac86e3347e242776aa32
images/vfx/uplight.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,880,1166,b41ad4b9e83271566f28bee3097fa3a69f9dd611f24767f4a219719463d328bd,3f20b3c38251e39f988bcafcb576f6b3770ecc789a9f3c9c4bd408555895ae6f
images/vfx/vfx_constant_fire/fire_spark.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,907,1199,b02b1b3544af55e9536d40c486cf5abf2089ddf78f47912f52fea12f3036b10e,d74a7b566dff20609ba9ddacfcb9fe64bc5cf8126335320ad342ec1e90468876
images/vfx/vfx_constant_fire/fire_texture_2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,919,1219,fbbd375e48c0611b57bb63f171ce02759f4a362f7bcd2925668a114988910e30,85c9799141779bc4fd5247d7543fba688362a64ade9f0b76bc5255e4a7a4a98c
images/vfx/vfx_heavy_blunt/heavy_blunt_hit_core_flat.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,949,1271,e283cf0513257cfc571dab2f9abf16146f8ed0304e329756b13df10714119f61,ab54884052618311792d1f1c485955062d175ca1aac99542144825c80f77ff0d
images/vfx/vfx_heavy_blunt/heavy_blunt_hit_core_flat_glow.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,965,1297,7d783a2640a5cbfa597dc07e3eadc9413ae1e3b1d4b570ad52fc02a4042e84f1,934e747bd639c3c317fd955e31e649fcf4a95386478a93445e71f476d658f3be
images/vfx/vignette_cloud2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,904,1206,9c29771f7e0cad811a9da5cacd778f92440edda73ef2086c35a9194cfe45c761,b3d29119a2ab465ba3c30a72d2691a5c9556125d9cf45454cfae3fa1c6435cba
images/vfx/water_texture.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1196,ecb6c4410a38261011dfaed129b173997f9c24d053d3ed57e5e92840a85051dd,e9b431dec7b0611b2631bc9595e496f6a1c4e8b67aa77aef228dbd4d50b7a197
images/vfx/waterfall_mask.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,900,1200,1321de3c5bb834fb4c9f56235e2864a93f196c763cdc7d10e6f7a7ddd19a3121,e4cb46761e7f448142a2d2a57e1d976b2cd1c34a07b9a9313afd496795fca1a0
images/vfx/waterfall_noise.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,904,1206,55feff7ad831bf67d9e1ca939414771dd2d524edd0495fe0318e1d7e2b91793d,8186e889e1e6b75547dcd1e377436645bb25ae2c8f6d4e418e55bfbe8bdaeb1a
images/vfx/waterfall_noise_tile.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,918,1230,915f7845746b3d2c49abbde8755717b70728cb046147f41493ad431886651827,f51010834a11a6bc05b079889cc0e4ea33e9765ffa05f3c9c3a5a38d94e65fdf
localization/deu/settings_ui.json,MOD,unclassified,needs manual triage,11663,11731,d543c865b1a893157ed16d5c26debb1b1adea608c5c14d4368377d903fd494a3,08adbb4b38c165de0d9d491750d6bafff2954120cdebbd399672e5ce78a68bbf
localization/eng/settings_ui.json,MOD,unclassified,needs manual triage,10587,11925,96be29fe89c83cb87ca67b6f3fbffad2ced4ebb8c43966991846e7260c40782b,61c6f58e32ea113002e57936f36480e7d5c606e590dfb6ceeb0771dd614c82a9
localization/esp/settings_ui.json,MOD,unclassified,needs manual triage,11725,11793,e6ffcb1f38227b8e232498456d940502c65afca92dfb3b0704301e924a691722,4877dd88696c10ec7c88170d24c614ea086a3b880ac51068399e1a22cc9cb0f9
localization/fra/settings_ui.json,MOD,unclassified,needs manual triage,11973,12041,4be513d1c3df5fe69635c8b73cb381d45241a29c4dfca7dc576aee45210ead2f,2ce4775b21451e9ff0fe2dac6e3b294b3d0d29aad73968851193636f64ef50a7
localization/ita/settings_ui.json,MOD,unclassified,needs manual triage,11980,12048,d68bf34b6112e78207d3d110ea8dd0cd8a057e0bec18e201c16cff43b378e5c9,b7a1fed902e9b0bb7073ed3c1b46048c52483632f1ddbb645f221fdae56a748f
localization/jpn/settings_ui.json,MOD,unclassified,needs manual triage,13088,13156,f5910a3d53305e5f1a41e826995493d334068308bf5c990f1b0196421a9ebc08,e5aba71952fd9beb8279f11c043d266e39c73648acb6dc5d0f90a359550da1c9
localization/kor/settings_ui.json,MOD,unclassified,needs manual triage,12090,12158,619472e09c1be7b9c72bb8aadffeaa3aca02806f508f33effd7ead6586d19f25,2381b15b38970b7baceee2a3e9e0ac935e0de075c4f8352aa43f537f8633bd29
localization/pol/settings_ui.json,MOD,unclassified,needs manual triage,11294,11362,dfc332d5048725e3bcdbb5caddbcf404c9d804e49366113099e6d8e18a332a22,b303d09e31b4912ac7a1ee7b507e9c21e4f1b3fd002643dac64e3a9db14a8355
localization/ptb/settings_ui.json,MOD,unclassified,needs manual triage,11511,11579,3cb5b8e590b3e982612b1776facc6bcace754e5e2c6cdad59677ec176fe11a7d,82653fdc51d009b5737bc4fc001780a0f4500540a6137f0476a022010681b37c
localization/rus/settings_ui.json,MOD,unclassified,needs manual triage,14928,14996,c2d98f788944df6271c3693930a5573376386b63eb589ec0ce51e72de8818be7,5b477eba2fb0aae4553f074a649fa6600cbb7db92e727964f681dc4ce8a9f49a
localization/spa/settings_ui.json,MOD,unclassified,needs manual triage,11573,11641,07e374dc2550940f30f13fc102587ec8f1ff46400397972e737353f47a775729,f91ac584882081641b9adef3e462cb345dc8bd077943898ba451356cfe310b5d
localization/tha/settings_ui.json,MOD,unclassified,needs manual triage,13025,13093,c0702401bbdfbccde79b42a9eb00440015c8de8a038d6a2c2fbdf643f2d19ee5,660468890b15c0c50ef08d62572406d098c2308aa38a34974a9199fb42c4d93c
localization/tur/settings_ui.json,MOD,unclassified,needs manual triage,11496,11564,599fa766e4e9b929c74c1e797ded8cef875e7e41571be7690b70246696f98ef5,3766fb36373ff249eea8112fa312f3d3df49f12a25d7d71dcee1a50a4594b7ad
localization/zhs/settings_ui.json,MOD,unclassified,needs manual triage,10624,11930,fb4641ecd67c109aa3ef818ac7242951572201b6545b9826b37294a831bbf1a9,c797b86a29ae035950bc3c55642c9ace4382fe60872391ccd67209ea38c2bb34
models/vfx/vfx_power_up/powerup_mesh.gltf.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,1295,1391,9d01c827f1bd13e622a1342a3723bf03749b786491e524e2f4c0cafe95ca1c92,40fb2aee845ea7d71ee07ca7e969864d839310d5842ce1f3630bf372f64a2d06
models/vfx/vfx_power_up/powerup_mesh.tres,MOD,unclassified,needs manual triage,18226,18299,52dc08b33c4188353f727177c405621cd2c01c468ff35d852897d45575aece6f,766598bd4e695d18f2ad89121f8b6c58cb1d7a56f56c67d28d8055f04f70442f
packages.lock.json,MOD,unclassified,needs manual triage,4445,4051,5db8841d4d10943e2163a2d2729f54833b07681365f8146b8ac0d17ff6224161,afb1e556e889d796041a44738c8c763b350ba713feedf3c5a9da327eb31e25c9
project.godot,MOD,project-config,project/export/config difference,16024,16378,334a1c605a8eb71daa957177edb90d7502df0c69d7e0e4c5ea6d236d651deff2,9d135d9a65c31da3762ae2bf670610aa5577a713365985e8abbb8c1aa8fa9f2f
release_info.json,ADD,unclassified,needs manual triage,,147,,bcb41bf61ef010f803dcde0a46784487db4308009b8bf987fe1c7fa47812a9bd
scenes/backgrounds/main_menu_bg_fallback.tscn,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,623,,7ec2d3610cf1af91f30cd7fd96a9c6280c01ffe95545a52232745fda700da6d9
scenes/creature_visuals/gas_bomb.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,9291,9297,8ba83feee9de90a8d55b0d7d2adef53f1f5f1b5dc3b0d274f9fa3c82009567bb,291e65fac8cd4353984e5e93242c6ccf37dc710ea12bac8584d26dbabbaa1188
scenes/events/custom/fake_merchant_inventory.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,4275,4501,32cc1b91d39cb2860b4fb03596fdf3700624d8c145f423215e70b3e7fd189836,5030cf5d7f110a06900f2bcdc3de355b2f6c21756831fee5fe1150b3881756f6
scenes/events/default_event_layout.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,5202,5182,06752203520b7412fa221cad5d7ce008f70eee13878af6edee585ff77c27cd24,113c4faffa00b9a84dfd91d3a89438cbce3066cb68ba07262c8c9e8c071abece
scenes/game.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,10867,12010,85ee77ce10839c0266cc73b7939175d2ae9330131fef01f189332952525615f0,d323cb03cdf6bf42835e7d3488d71a6c6fb055f1f4baa1d89158d27806bd29e4
scenes/merchant/merchant_inventory.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,6208,6434,d1a39ffe934a92ddf603f57d22b5d98401ece206c88d9a104da8a731daf19349,62860d6da00e0e24fc3e773d5c1d36f6ca8808cfcbe438894cb2262f9858a63e
scenes/run.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,9270,9296,8152af78f744b62ee454c0f3ce51e7bf580ffdab297668f2f71eae55652f240f,5fbc7a5e440cdd59e57e391297c82b5575721b082d1d6a09f7a10f40912cfe3b
scenes/screens/card_selection/card_reward_selection_screen.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,3254,3472,83ddc63b7fd6c71fb5f7ba674180f901f87c9be207bf25c91c6cd434578523c8,546645403cbc3239b3aaeb0d4662801d5698da98fb39a32d0ad02580d48dd0ec
scenes/screens/card_selection/choose_a_card_selection_screen.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,3618,3838,025e85a2a5996b671bf2b4bb100798d1b3dbd9486bb1dd539c7c3c715e7eaf27,8b5442d218c950820815dd8a89458d92e008a132be69642318356634f2e2d76d
scenes/screens/join_friend_submenu.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,7091,10408,bf8f5da03f15318237cf268dbc0fd3b7859e187901d58caf54c3989a7c77db5a,81a6df6b03cc787c16da6cd650a4e390f77f48099bc2deb73180c266c351c7b5
scenes/screens/main_menu.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,19087,19113,402b03596092097ffd7742a482642d740a293aa68dad6645f8b0c5aeab3376c0,026ff55869a16f5a710e58958441875c9388dc9626c7915a090fdebc534be971
scenes/screens/settings_screen.tscn,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,90912,110530,d53c2f306b993a105ef696cca69dfa42b4bfa70da3205bb27892f05084bfa2ba,0aeac09f7fdd0b3a04f34b3890bec7242d33e7d7f7dfe932c4f078cdafe0d6e6
scenes/screens/startup_loading_screen.tscn,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,2834,,8ad329b2facc69188f35c9189b80010bfe0203426763c77e9fcf329f71887a73
scripts/check_and_fix_resource_refs.py,ADD,tooling,build/diff/helper tooling,,8252,,ee3887cc985d5ca0e531e16f3bf670969ce000815ae25d890db3067145485a7b
scripts/export_android_debug.cmd,ADD,tooling,build/diff/helper tooling,,156,,248f3a805f62b041b50aa3da603ed05e4f4c104e4fcd15aaf97bf7ab8477ebac
scripts/export_android_debug.ps1,ADD,tooling,build/diff/helper tooling,,3251,,0ac029ab8661f954eb3f8a59f0fff8f87eeec2085a4fa2aa9c2f1698f23480be
scripts/export_android_debug.sh,ADD,tooling,build/diff/helper tooling,,1668,,9847ad95016b949f663913a5d5cc57959728486c25f2c00c0321173bca49c1fc
scripts/godot_pack_tool.gd,ADD,tooling,build/diff/helper tooling,,17425,,1e09b53319b448eb0f2d72526c640a6971f00c32a0a181b73cad9573bfc85893
scripts/godot_pack_tool.gd.uid,ADD,noise-or-overlay,Godot import/asset churn; verify before overlaying,,20,,ff483e595f9b2667f32a971aade75a60401de83d3d4a968e5911bda17f8b692c
scripts/post_export_windows_assets.sh,ADD,tooling,build/diff/helper tooling,,1953,,1ad0f254aa03929e2e4b1144560682a0f41df6c6c30a99be99cdc197386f982d
scripts/sync_game_assets.ps1,ADD,tooling,build/diff/helper tooling,,3728,,e26db487b9da360dea5b8bdf1c6ad8a4041cfd3178f363ce854214f784a5574f
shaders/dark_blur.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,351,516,4f3aff87a2a6444cbc78162dbc2e7e0bd8effe223e43d12ad7a25100d62e20cf,8ac63d7065e05bb3c79a21584b06a14627873c429e21aa8b365168c9e998ea3c
shaders/mobile_compat/canvas_group_mask_blur_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,975,,50fda0d741281f86f2283a78f42b4c5035b65a471f8f0583b7497b740f71c4c3
shaders/mobile_compat/canvas_group_mask_blur_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,20,,13e6f7823a00feada6aada5bb89c0f06a5c0a26c0e0b5e1febe3a5410a36f01a
shaders/mobile_compat/dark_blur_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,254,,e4c39726c6e9e825cbc661b7c4fb2177ae72f1ff1323311c2f4291e16877ae32
shaders/mobile_compat/dark_blur_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,20,,1d28945c218c84cad84e8ac8a8d9a209019beb6e1aa19520b43a7f5117ef83bc
shaders/mobile_compat/doom_overlay_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,449,,896cca832ab50b69fe96311ca3a3f56fc07515136dd549d219303c102ddf8f53
shaders/mobile_compat/doom_overlay_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,20,,5cb0fbfc9f7471a81169942b9544561407e901f47ce910ae238a0c040261a967
shaders/mobile_compat/overlay_blend_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,135,,f446c65eff6fd8469dcce40af4e5f2c52ef8e06114d471cc841d5146df168f8c
shaders/mobile_compat/overlay_blend_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,20,,8339e2040f6a2d42769528bfe873217295ba415fb828fe1cac7e090480a4b934
shaders/mobile_compat/radial_blur_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,342,,83f6bc5c4fded0c4fa3ed9b2d46d23b70c588a6d1eff08fad2d446bb689edd62
shaders/mobile_compat/radial_blur_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,19,,0616364b60a773639458f2439ad5fdcde987f9e48d3634652cd936c7f5160e75
shaders/mobile_compat/sand_fall_post_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,579,,3ea1efdbf9051508e3b1c3d3f9a02a355ef8e2db54236b95c13f8e7a9eea4165
shaders/mobile_compat/sand_fall_post_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,20,,9da45e80ae53ca66aa9150a7ce6bd21fc4bddd2e4ca6eef97e5a1f14badf0222
shaders/mobile_compat/scream_distortion_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,804,,96aaca065f1b6880e05c39edf1c0ec24518449c6f7ba53b836a973c11af09e6e
shaders/mobile_compat/scream_distortion_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,19,,30c741823b3271ecbf7d2e7ca0393514e8f67005090011a4afbe44bad83c2302
shaders/mobile_compat/screen_distortion_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,377,,0a9b2e26928b252faa9c16b84a4d5d691335a2672d78a5831b3bfe4833429006
shaders/mobile_compat/screen_distortion_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,20,,8f31dbc844521e927b58a662b59e04f31626f829867d070d166735e253bd0708
shaders/mobile_compat/water_reflection_post_compat.gdshader,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,434,,1d0f1ef2205104fd7287f0b2c2605a53274460eeb0ee6bdaa9d3448d19d5cb51
shaders/mobile_compat/water_reflection_post_compat.gdshader.uid,ADD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,,19,,a6a00abca144168244742fe181e48b9124ff0618c8be7bc8e10b1e7e09382012
shaders/vfx/common/vfx_common_particle_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1031,1437,549b0eaf1fc9de26aaafc2f266863865387d65724383b2092f7b181be3c98dae,058e070ec1bde4a32d04cba0883f07f9497bcf7c92a6ba17b7fbcd120bc388e2
shaders/vfx/common/vfx_flipbook_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,2087,3179,4a8a6e8df9a6584d5cf0b7bf21bddc9c1af4266d68452f30d2d53907bf68a82b,563edb3100079c5585e4e7ab68194c9ad3eb07dde4c985e25e5501c50625570b
shaders/vfx/common/vfx_panning_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1386,1537,4bc1a7f5aa377c916e5d0555fe5183e5a79dc167b8369afa7305688e5353b208,98764d66182be31a267dbb5d343e78ddc16b133c39533df069c9c80602c23ae0
shaders/vfx/common/vfx_poof_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1016,1141,7aac3947ad9a6434f935449d13945623d1b79df1061986796534dc44fedd4d0b,13ea09cae2fc25f4d1d874b604abd84e2b1c7b918966f11e1c5f6be9dd3f5ad2
shaders/vfx/common/vfx_ring_polar_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,799,1051,640cd1d53ef80eb0eed5f3f9a9e6064be49461dfcb71cb1a8acf5979404c0c0a,4309b2f331e6f13553d1f76b80c115ba49cbdc86b6e402dcca1fa7a11abff7da
shaders/vfx/common/vfx_round_smoke_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1316,1846,a9b31920ab3da8ea6997292a53621db000bed4e25fccea2b0496888cce7102fe,eb9655acae89e4b23382c911d3d06e8d4d8d3d76c16a21df8b18dbe3804a3965
shaders/vfx/goopy_impact/vfx_goopy_impact_bits_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1256,1786,82deb16681cfbd55337b24d2873fa8a7047018164945d09130c3eeaa77d28bb2,5fd17aa3b351d247c9b086c83201a1f04082024e03a78476c48d562d9876fcdf
shaders/vfx/heavy_blunt/vfx_heavy_blunt_erosion_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,827,952,ef94b2ab02a02b1f0ccf42846801e3dd51be441899baa1581147ae21f6dc8773,1c914c1847e204d9484269789d53895a89cfe7e6fbcd2d9223718e6e88e4a0a8
shaders/vfx/minion_divebomb/vfx_minion_divebomb_rings_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,959,1084,6549b5befeef181b84a831f8ef877f5d534fa6998c56973f3e453db90f275892,8473c29fa4fe7b893359ef2da0fb9984588b38cb550611a0bb720e2227001038
shaders/vfx/missile/vfx_missile_core_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,729,1135,163c80a4c990797992339ca70e059c0c326381a12865cb773e6d1fef2bc527b5,076ddff66320e21667051a39ed633c6765446a5b0c9e652850589a4f1c8a9f15
shaders/vfx/poison/vfx_poison_skull_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,932,1057,63496b9fd951f471c0abb2190bba3db7ab8783c6d65bf410054a451c9e5df119,c84a3c82c524376d8fd0449ee57654b03487e79498d5bb21e0c901771cb36d2d
shaders/vfx/potion/vfx_potion_splash_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,947,1072,0113885cc0e24366387bcfad9f905f42d21ea16f46eda529782acadaade13a10,e18d831b5e7652bc7e2fb30f2ee2e02a3d80fc0637c0bd9e05e9b8670a7ef33f
shaders/vfx/scream/vfx_scream_distortion_polar_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1036,1437,af022e19aaf96cce591e132a19000cefbe78b1c4aa992bad52203ad60834b683,9deb51de5230581a7d177a66f52c1a039d1fb9d08fd566ea5ad1898c7bc0d8f0
shaders/vfx/scream/vfx_scream_ring_polar_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,820,1072,6ae550afd4aeacd5cbd3b2943d5074834bc9d7179457b26565f9fe195915dd48,c8c4cd097da9c7632f9e69d962721ac866326da4eec9a9625f7b9eca8dc480bb
shaders/vfx/scream/vfx_scream_squiggly_ring_polar_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1719,2095,417a436caefed53bdc3536705187c36b45cc36689675ed136a3534d5746a8431,3d2967c60695cc42254d2b14d7f1980cbbc38907c580c19de603024da170873d
shaders/vfx/shiv/vfx_shiv_trail_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1024,1430,3c2919bac1a864cb7900ee2d71594a84836985f1dc0e92ac76e02016c4e4cb0d,c0a42fd3235c38672ce002df812b83ba16b2f44c43dd63b4c2d975fc8828cf38
shaders/vfx/sleeping/vfx_sleeping_z_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1337,1461,1773f4bc1c5857516e824b7a545bc163b128fdfaf7d1cc2993de7bb93e63287a,5f2439ad267ebf862d7d28ca31b9fe6d33a77553e2fde28c7c42c8c429ac9764
shaders/vfx/sweeping_beam/vfx_sweeping_beam_flipbook_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,2563,2969,cd6befb21418df8c07da0ead69d2a2879039e8739bbe9aa0a8da36705fcd274c,f32f0c0496d2155495e0688804b54c72d6beb9f8a2940961893511d3231e24cc
shaders/vfx/ui/card/afflictions/bound/vfx_ui_card_affliction_bound_border_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,856,1382,003170bfb5d394471ddc52d6364247cb25aa33ccda57457b351bca975085c446,1d4b5f49c93b4970324cde13389da0859b247018d0a1e2437fa189e0a630b93d
shaders/vfx/ui/card/afflictions/bound/vfx_ui_card_affliction_bound_main_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,553,704,085bc945bb482e02b7e54e740f41044f2f2e51303dcb3612144a77310dd3d559,1058aed0d9106d8cfc182f3f144e556c0b49647accdd35060c41150deb0d6566
shaders/vfx/ui/card/afflictions/entangled/vfx_ui_card_affliction_entangled_leaf_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1012,1221,276539e774239eb35c9b12089620dd4b17dcb1f0015992b0d5535693d96dcd28,7a5b4cff226dcf59ad9c71a78cd6c7aa2f385ad82dda793669a13d38eec230db
shaders/vfx/ui/card/afflictions/galvanized/vfx_ui_card_affliction_galvanized_main_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1600,2334,cae0b3232f32449bbd6aa043abf39f77fe1b93252e0a78a3d5899ed19d845913,047bb3d59b02ecc86b0752cb3b1389a3e224e2c19e7f245fcff643dde184c25c
shaders/vfx/ui/card/afflictions/hexed/vfx_ui_card_affliction_hexed_main_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1056,1582,e96831b5a069e9bef3746bf5e8ee77b7f4b67b91b21f82638e7feaca7f485481,c6cfe8c211664c7b241893f7ba06fc9363123d068212a338a2823d8df1d1b34a
shaders/vfx/ui/card/afflictions/ringing/vfx_ui_card_affliction_ringing_main_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1105,1357,ae6b5b11f834035bfe2d488b334159c5d31c3b922e51d0d3ce070c7763182e8b,993c8cd4c13019644063be735a60f4f83b2a6d6dfae1935046d32e510c0b4443
shaders/vfx/ui/card/afflictions/smog/vfx_ui_card_affliction_smog_main_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,1256,1739,58b900a05e6cb87d62216576efd61cf282b3f3cdec8d83da1571c756536c2e3f,247bea63a8579848b5d6f3476395dd4dc1d3fe92ca361a690a3287c7d0b43d8f
shaders/vfx/ui/vfx_ui_epoch_unlock_chains_shader.gdshader,MOD,resource-overlay,candidate overlay PCK or runtime node/material adjustment,953,1078,aa7a0153817b7a1fa500fbe6a5a247a06642fe54c49b8920ffac22e1ff3f94bb,2e50dbc6b60a335f7b56cacacc3f7a1cba48f26fac2448ac2d584af398122f8c
